CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
XM1ZMrA7dU5hdI                          btsw795F6d64oFQGmOn3tFAZIBgHFxiS        23      3       0                                       1                                       
GhckTtJ4hoRL9B6r                        dAt6Q6jYBF5ezJdaHJwpwXyAOynR8ucH        23      4       0                                       1                                       
Y7TK2fPqu72tlIk7kZSBpy                  pK4Kslf1C4NEreY9jR9JcmNIxFyLpoOQ        23      5       0                                       1                                       
b                                       J9IemRZeMCtqVWUG0KnnoRj7Vp5MZRsS        23      6       0                                       1                                       
NfYvfGYZ                                udOfUeA49lXg8hwkUCuBTWs526sZmNo8        23      7       0                                       1                                       
qYrHAYNOSfWMEVcU                        LgCk7stqKkYNREfrN3XHz2vjPnoOvhnX        23      8       0                                       1                                       
qfrjbCEg                                Fk0vYHTVyamhLOnieqmo5O3ZrInhISzz        23      9       0                                       1                                       
O5ebuz9l8JGv1YFXz                       SXPUTTfhvn8TorQHws3oQMYKRAB6ZiFw        23      10      0                                       1                                       
oUGamLJ                                 gHKHKY7TP5AezDmCzBMRH7pXdxCBosHj        23      11      0                                       1                                       
lZExjBkA                                eL6ynThqXFxtf1OyMXUoQ0IEXEWkazF1        23      12      0                                       1                                       
5kJVfflePPPssKUVhT                      ZcIvQipquFkzSnOh1JvbTqNIieOHBxXS        23      13      0                                       1                                       
1Sg3kHNABqWK6cRjg9j9l5E6vULG            6Q8RepgBznWwFlfxCuFEXicNId7sPmEP        23      14      0                                       1                                       
7kRbRUvj7rn                             SW4IM0LYKKW7Ryg24vwxDwDpEdqpidhF        23      15      0                                       1                                       
3cCOPcYqcQRqnV4HxHKxXk4tM               3ixUYNuLlTQmw8Da0XdTy1nYWL8m3MaI        23      16      0                                       1                                       
ZbA0gD9                                 GWJphcUQDuzTYbbZlkAycOFSDf1sCtvC        23      17      0                                       1                                       
mFlAnICtIj0u                            nFp7G5CqcIsIxYYXJEdeNevTpp8JiI2I        23      18      0                                       1                                       
6M7qj4pMA1CZFC3gZK                      V1s9S4H754OAyUK2Nv368QUNzASerN2G        23      19      0                                       1                                       
exOtvQyRxTRNrDlEh85HCAQaufIe            T6iZSCqNZqh0w0yw0B8WuEQmoPpm5MBV        23      20      0                                       1                                       
vSy                                     0MEe2pRUCYv5wjOW06TRVEZagsc7gawY        23      21      0                                       1                                       
Ubj                                     k7hBc50DmnWGn9iVrCrhK56GiAq16THp        23      22      0                                       1                                       
tyJ7VIxvt8wjEy5aVTuEvApXRhCnB           feXNirJu7Vto0DcpnEkLSGMTrnkkVBiZ        23      23      1                                       1                                       
KrAkpVTejOazqVTJxVW                     b1fLNfcqDsqLVAQsugWuHY32Cq6jJCzs        23      24      0                                       1                                       
xooxEIAwMM                              8CbX6NgHDWS8lrbcd7sbFrey9cRgZNFV        23      25      0                                       1                                       
MZzUPwTRx7YWeT87xBwPUK9                 vL5KO8t2WvX6aNyHgM7BdVIuOxZ1D0VO        23      26      0                                       1                                       
7hLUsD6B2fyndETDToYyo7ogGQ0Y            raFe9hRwO9xZzkrKlK5Enc7lW8b01qqH        23      27      0                                       1                                       
t4J                                     UyWgRkkPa5ZGzI5Vf6AXTCNJQpEt0VM2        23      28      0                                       1                                       
xd3OhszqXHbemj2TxLcd7YZOPVz             g9eobwe6gFGMuzRJZIceaSj6yanTuyzb        23      29      0                                       1                                       
G5Bmh2xQQDgH9b6dADBphNblfx              1FHOZt2URSIiVr1l61mqkDDyss1OLIcn        23      30      0                                       1                                       
zz8z72wnigyzRKvhAnRm                    BPJG7UXwXXNWmqCdXJtNqBGOMTCIjYzH        23      31      0                                       1                                       
